Airline;Day_of_Journey ;Month_of_Journey ;Year_of_Journey ;Dep_Time;Arrival_Time;Arrival_Day;Arrival_Month;Duration;Total_Stops;Price;ID_Voo;fk_ID_Rota
Air India;15;4;2019;13:20;16:10;15;4;2h 50m;0;5228;8820;111
Jet Airways;1;5;2019;18:55;22:00;1;5;3h 5m;0;4030;8821;111
Jet Airways;15;5;2019;15:15;18:10;15;5;2h 55m;0;3502;8822;111
Air India;24;6;2019;10:00;12:45;24;6;2h 45m;0;6961;8823;111
Jet Airways;9;4;2019;15:50;18:45;9;4;2h 55m;0;4544;8824;111
SpiceJet;15;4;2019;05:55;08:35;15;4;2h 40m;0;4319;8825;111
Jet Airways;9;6;2019;18:55;22:00;9;6;3h 5m;0;7229;8826;111
SpiceJet;9;6;2019;21:10;00:05;10;6;2h 55m;0;3919;8827;111
IndiGo;15;4;2019;18:25;21:20;15;4;2h 55m;0;4823;8828;111
IndiGo;3;6;2019;23:30;02:20;4;6;2h 50m;0;4591;8829;111
Air Asia;9;3;2019;05:50;08:40;9;3;2h 50m;0;4284;8830;111
Jet Airways;21;6;2019;06:00;08:45;21;6;2h 45m;0;8016;8831;111
Jet Airways;21;5;2019;18:55;22:00;21;5;3h 5m;0;7229;8832;111
Air India;18;5;2019;13:20;16:10;18;5;2h 50m;0;6121;8833;111
Jet Airways;9;5;2019;15:15;18:10;9;5;2h 55m;0;7229;8834;111
Jet Airways;27;4;2019;15:15;18:10;27;4;2h 55m;0;4544;8835;111
GoAir;1;3;2019;07:45;10:40;1;3;2h 55m;0;13663;8836;111
Air Asia;18;6;2019;23:55;02:45;19;6;2h 50m;0;3383;8837;111
IndiGo;9;6;2019;01:30;04:15;9;6;2h 45m;0;4077;8838;111
IndiGo;24;4;2019;06:05;08:50;24;4;2h 45m;0;4423;8839;111
Jet Airways;9;6;2019;19:50;22:50;9;6;3h;0;7229;8840;111
IndiGo;3;3;2019;23:30;02:20;4;3;2h 50m;0;6144;8841;111
SpiceJet;24;3;2019;20:30;23:20;24;3;2h 50m;0;3873;8842;111
IndiGo;15;5;2019;10:10;13:00;15;5;2h 50m;0;3943;8843;111
SpiceJet;9;5;2019;09:30;12:20;9;5;2h 50m;0;4991;8844;111
IndiGo;3;3;2019;16:55;19:45;3;3;2h 50m;0;8855;8845;111
IndiGo;24;6;2019;06:05;08:50;24;6;2h 45m;0;3943;8846;111
Jet Airways;24;4;2019;07:10;10:10;24;4;3h;0;7229;8847;111
IndiGo;9;5;2019;01:30;04:15;9;5;2h 45m;0;3419;8848;111
Air India;15;3;2019;10:00;12:45;15;3;2h 45m;0;7276;8849;111
IndiGo;6;4;2019;06:05;08:50;6;4;2h 45m;0;4423;8850;111
Air India;3;6;2019;17:00;19:45;3;6;2h 45m;0;6961;8851;111
IndiGo;3;6;2019;21:15;00:15;4;6;3h;0;3943;8852;111
Jet Airways;3;5;2019;08:20;11:20;3;5;3h;0;7229;8853;111
SpiceJet;15;5;2019;09:30;12:20;15;5;2h 50m;0;4319;8854;111
IndiGo;24;4;2019;13:00;15:50;24;4;2h 50m;0;4423;8855;111
Jet Airways;21;6;2019;19:50;22:50;21;6;3h;0;7754;8856;111
Jet Airways;15;6;2019;15:15;18:10;15;6;2h 55m;0;7229;8857;111
IndiGo;6;5;2019;20:00;22:50;6;5;2h 50m;0;4823;8858;111
Air Asia;24;5;2019;23:55;02:45;25;5;2h 50m;0;4483;8859;111
Air India;12;6;2019;06:10;08:55;12;6;2h 45m;0;6961;8860;111
IndiGo;21;4;2019;20:00;22:50;21;4;2h 50m;0;4823;8861;111
Air Asia;15;5;2019;23:55;02:45;16;5;2h 50m;0;3383;8862;111
IndiGo;1;5;2019;04:00;06:50;1;5;2h 50m;0;3943;8863;111
SpiceJet;27;6;2019;05:55;08:35;27;6;2h 40m;0;3625;8864;111
Jet Airways;21;4;2019;17:45;20:45;21;4;3h;0;4544;8865;111
IndiGo;24;3;2019;18:25;21:20;24;3;2h 55m;0;7303;8866;111
GoAir;6;6;2019;07:45;10:40;6;6;2h 55m;0;3898;8867;111
IndiGo;15;3;2019;16:55;19:45;15;3;2h 50m;0;8033;8868;111
IndiGo;9;3;2019;18:25;21:20;9;3;2h 55m;0;6860;8869;111
IndiGo;12;5;2019;07:10;10:05;12;5;2h 55m;0;4823;8870;111
SpiceJet;9;5;2019;21:10;00:05;10;5;2h 55m;0;4423;8871;111
Jet Airways;12;6;2019;08:20;11:20;12;6;3h;0;8016;8872;111
IndiGo;21;3;2019;16:55;19:45;21;3;2h 50m;0;6860;8873;111
IndiGo;18;6;2019;10:10;13:00;18;6;2h 50m;0;3943;8874;111
Jet Airways;18;6;2019;18:55;22:00;18;6;3h 5m;0;8016;8875;111
IndiGo;12;4;2019;10:10;13:00;12;4;2h 50m;0;4591;8876;111
Vistara;21;4;2019;17:00;19:35;21;4;2h 35m;0;5613;8877;111
Jet Airways;24;4;2019;15:15;18:10;24;4;2h 55m;0;7229;8878;111
Air Asia;18;3;2019;05:50;08:40;18;3;2h 50m;0;4284;8879;111
IndiGo;21;6;2019;06:05;08:50;21;6;2h 45m;0;3943;8880;111
Jet Airways;27;6;2019;11:10;14:05;27;6;2h 55m;0;8016;8881;111
IndiGo;27;6;2019;18:25;21:20;27;6;2h 55m;0;4823;8882;111
Vistara;9;4;2019;09:45;12:35;9;4;2h 50m;0;5403;8883;111
IndiGo;24;3;2019;06:00;08:45;24;3;2h 45m;0;4777;8884;111
IndiGo;3;4;2019;22:10;01:00;4;4;2h 50m;0;3943;8885;111
Jet Airways;6;6;2019;11:10;14:05;6;6;2h 55m;0;8016;8886;111
Jet Airways;15;5;2019;06:00;08:45;15;5;2h 45m;0;4030;8887;111
Vistara;1;5;2019;09:45;12:35;1;5;2h 50m;0;4668;8888;111
Air India;9;4;2019;05:45;08:45;9;4;3h;0;4441;8889;111
IndiGo;12;4;2019;13:00;15:50;12;4;2h 50m;0;4823;8890;111
Vistara;24;4;2019;19:30;22:15;24;4;2h 45m;0;5613;8891;111
IndiGo;1;3;2019;20:00;22:55;1;3;2h 55m;0;14306;8892;111
IndiGo;27;5;2019;22:10;01:00;28;5;2h 50m;0;3749;8893;111
Jet Airways;6;4;2019;06:00;08:45;6;4;2h 45m;0;4544;8894;111
Jet Airways;12;4;2019;11:10;14:05;12;4;2h 55m;0;5198;8895;111
Jet Airways;24;6;2019;19:50;22:50;24;6;3h;0;8016;8896;111
SpiceJet;6;4;2019;09:30;12:20;6;4;2h 50m;0;4319;8897;111
IndiGo;3;4;2019;21:15;00:15;4;4;3h;0;3943;8898;111
SpiceJet;9;6;2019;21:10;00:05;10;6;2h 55m;0;3971;8899;111
Air India;24;5;2019;06:10;08:55;24;5;2h 45m;0;8273;8900;111
GoAir;1;5;2019;11:40;14:30;1;5;2h 50m;0;4340;8901;111
Air Asia;15;5;2019;11:10;13:55;15;5;2h 45m;0;3383;8902;111
GoAir;1;3;2019;11:40;14:35;1;3;2h 55m;0;11111;8903;111
Jet Airways;1;4;2019;17:45;20:45;1;4;3h;0;7229;8904;111
Jet Airways;6;5;2019;17:45;20:45;6;5;3h;0;4030;8905;111
Air India;24;4;2019;06:10;08:55;24;4;2h 45m;0;5228;8906;111
Air Asia;3;4;2019;04:55;07:45;3;4;2h 50m;0;4282;8907;111
Jet Airways;27;6;2019;08:20;11:20;27;6;3h;0;8016;8908;111
Jet Airways;1;6;2019;19:50;22:50;1;6;3h;0;8016;8909;111
Jet Airways;27;5;2019;08:20;11:20;27;5;3h;0;7229;8910;111
Vistara;24;3;2019;21:10;00:05;28;3;2h 55m;0;4353;8911;111
Air Asia;15;4;2019;23:55;02:45;16;4;2h 50m;0;4483;8912;111
IndiGo;24;3;2019;04:00;06:50;24;3;2h 50m;0;4777;8913;111
IndiGo;15;6;2019;21:15;00:15;16;6;3h;0;3943;8914;111
IndiGo;15;4;2019;10:10;13:00;15;4;2h 50m;0;4423;8915;111
GoAir;12;4;2019;07:45;10:40;12;4;2h 55m;0;6722;8916;111
IndiGo;18;5;2019;18:55;21:50;18;5;2h 55m;0;4823;8917;111
Jet Airways;9;5;2019;08:20;11:20;9;5;3h;0;4544;8918;111
IndiGo;1;3;2019;18:55;21:45;1;3;2h 50m;0;14306;8919;111
Air Asia;9;3;2019;23:25;02:10;10;3;2h 45m;0;5615;8920;111
SpiceJet;24;3;2019;20:30;23:20;24;3;2h 50m;0;5469;8921;111
Jet Airways;27;6;2019;06:00;08:45;27;6;2h 45m;0;6478;8922;111
Vistara;3;3;2019;19:40;22:20;3;3;2h 40m;0;11913;8923;111
Vistara;27;4;2019;07:00;09:40;27;4;2h 40m;0;5613;8924;111
Jet Airways;1;4;2019;19:50;22:50;1;4;3h;0;7229;8925;111
IndiGo;21;6;2019;19:30;22:15;21;6;2h 45m;0;5780;8926;111
IndiGo;15;5;2019;07:10;10:05;15;5;2h 55m;0;4823;8927;111
IndiGo;3;3;2019;13:00;15:50;3;3;2h 50m;0;12649;8928;111
IndiGo;1;4;2019;01:30;04:15;1;4;2h 45m;0;4423;8929;111
IndiGo;27;6;2019;21:15;00:15;28;6;3h;0;3943;8930;111
SpiceJet;12;5;2019;05:55;08:35;12;5;2h 40m;0;3257;8931;111
GoAir;6;6;2019;20:55;23:40;6;6;2h 45m;0;3419;8932;111
Jet Airways;1;6;2019;07:10;10:10;1;6;3h;0;8016;8933;111
Jet Airways;6;4;2019;17:45;20:45;6;4;3h;0;7229;8934;111
Jet Airways;15;5;2019;07:10;10:10;15;5;3h;0;5198;8935;111
Jet Airways;21;5;2019;06:00;08:45;21;5;2h 45m;0;7229;8936;111
IndiGo;6;4;2019;23:30;02:20;7;4;2h 50m;0;4591;8937;111
Air India;6;4;2019;10:00;12:45;6;4;2h 45m;0;5176;8938;111
Jet Airways;9;4;2019;06:00;08:45;9;4;2h 45m;0;7229;8939;111
Jet Airways;24;4;2019;07:10;10:10;24;4;3h;0;6144;8940;111
Jet Airways;9;5;2019;18:55;22:00;9;5;3h 5m;0;3702;8941;111
IndiGo;12;6;2019;07:10;10:05;12;6;2h 55m;0;4823;8942;111
SpiceJet;24;4;2019;21:10;00:05;25;4;2h 55m;0;3573;8943;111
IndiGo;9;4;2019;07:10;10:05;9;4;2h 55m;0;4823;8944;111
Air Asia;3;3;2019;05:50;08:40;3;3;2h 50m;0;7074;8945;111
IndiGo;1;5;2019;08:30;11:20;1;5;2h 50m;0;4823;8946;111
IndiGo;27;4;2019;20:00;22:50;27;4;2h 50m;0;4823;8947;111
Air Asia;12;5;2019;23:55;02:45;13;5;2h 50m;0;4483;8948;111
Air India;1;6;2019;17:00;19:45;1;6;2h 45m;0;7171;8949;111
Jet Airways;21;5;2019;11:10;14:05;21;5;2h 55m;0;4030;8950;111
Air India;21;5;2019;10:00;12:45;21;5;2h 45m;0;6961;8951;111
IndiGo;24;4;2019;01:30;04:15;24;4;2h 45m;0;3419;8952;111
IndiGo;15;5;2019;06:05;08:50;15;5;2h 45m;0;4423;8953;111
Jet Airways;24;5;2019;19:50;22:50;24;5;3h;0;6144;8954;111
Jet Airways;3;6;2019;11:10;14:05;3;6;2h 55m;0;5769;8955;111
IndiGo;1;6;2019;07:10;10:05;1;6;2h 55m;0;4823;8956;111
Air India;27;4;2019;21:05;23:55;27;4;2h 50m;0;5228;8957;111
SpiceJet;6;4;2019;21:10;00:05;7;4;2h 55m;0;3971;8958;111
IndiGo;21;6;2019;22:10;01:00;22;6;2h 50m;0;3943;8959;111
Vistara;12;4;2019;09:45;12:35;12;4;2h 50m;0;5403;8960;111
Jet Airways;15;5;2019;18:55;22:00;15;5;3h 5m;0;7229;8961;111
Vistara;12;5;2019;17:00;19:35;12;5;2h 35m;0;4878;8962;111
IndiGo;3;5;2019;04:00;06:50;3;5;2h 50m;0;3943;8963;111
IndiGo;3;6;2019;13:00;15:50;3;6;2h 50m;0;3943;8964;111
GoAir;15;5;2019;11:40;14:30;15;5;2h 50m;0;3398;8965;111
Jet Airways;21;6;2019;17:45;20:45;21;6;3h;0;8541;8966;111
IndiGo;21;3;2019;04:00;06:50;21;3;2h 50m;0;4777;8967;111
Vistara;27;5;2019;21:00;23:50;27;5;2h 50m;0;4668;8968;111
Jet Airways;24;5;2019;08:20;11:20;24;5;3h;0;7229;8969;111
Air India;9;5;2019;21:05;23:55;9;5;2h 50m;0;6121;8970;111
IndiGo;9;3;2019;22:20;01:10;13;3;2h 50m;0;4377;8971;111
Air India;6;6;2019;06:10;08:55;6;6;2h 45m;0;6961;8972;111
IndiGo;9;5;2019;18:55;21:50;9;5;2h 55m;0;4823;8973;111
Vistara;27;4;2019;17:00;19:35;27;4;2h 35m;0;5613;8974;111
IndiGo;3;6;2019;16:55;19:55;3;6;3h;0;4823;8975;111
Jet Airways;18;5;2019;15:15;18:10;18;5;2h 55m;0;7229;8976;111
Vistara;9;4;2019;11:30;14:20;9;4;2h 50m;0;5403;8977;111
GoAir;9;3;2019;20:55;23:50;9;3;2h 55m;0;5706;8978;111
IndiGo;1;6;2019;16:55;19:45;1;6;2h 50m;0;4823;8979;111
IndiGo;18;4;2019;04:00;06:50;18;4;2h 50m;0;4423;8980;111
GoAir;6;4;2019;20:55;23:40;6;4;2h 45m;0;3419;8981;111
SpiceJet;18;6;2019;21:10;00:05;19;6;2h 55m;0;3971;8982;111
SpiceJet;6;6;2019;05:55;08:35;6;6;2h 40m;0;3573;8983;111
Jet Airways;27;5;2019;11:10;14:05;27;5;2h 55m;0;4030;8984;111
Jet Airways;9;4;2019;06:00;08:45;9;4;2h 45m;0;4544;8985;111
Jet Airways;1;4;2019;17:45;20:45;1;4;3h;0;4544;8986;111
Air India;1;3;2019;06:10;08:55;1;3;2h 45m;0;15676;8987;111
IndiGo;9;4;2019;05:30;08:20;9;4;2h 50m;0;3943;8988;111
Vistara;9;6;2019;17:00;19:35;9;6;2h 35m;0;4878;8989;111
GoAir;15;5;2019;07:45;10:40;15;5;2h 55m;0;3419;8990;111
IndiGo;1;4;2019;06:05;08:50;1;4;2h 45m;0;3943;8991;111
IndiGo;21;6;2019;00:25;03:15;21;6;2h 50m;0;3419;8992;111
Jet Airways;12;6;2019;17:45;20:45;12;6;3h;0;5769;8993;111
SpiceJet;12;4;2019;05:55;08:35;12;4;2h 40m;0;4319;8994;111
SpiceJet;21;5;2019;21:10;00:05;22;5;2h 55m;0;3625;8995;111
Vistara;1;4;2019;19:30;22:15;1;4;2h 45m;0;5613;8996;111
IndiGo;3;4;2019;06:05;08:50;3;4;2h 45m;0;4077;8997;111
Air India;3;3;2019;17:00;19:45;3;3;2h 45m;0;19508;8998;111
Vistara;24;3;2019;11:30;14:10;24;3;2h 40m;0;5403;8999;111
IndiGo;6;6;2019;18:55;21:50;6;6;2h 55m;0;4990;9000;111
GoAir;1;5;2019;20:55;23:40;1;5;2h 45m;0;3898;9001;111
SpiceJet;24;3;2019;05:45;08:35;24;3;2h 50m;0;4377;9002;111
SpiceJet;9;6;2019;09:30;12:20;9;6;2h 50m;0;4423;9003;111
GoAir;27;5;2019;11:40;14:30;27;5;2h 50m;0;3398;9004;111
Jet Airways;6;4;2019;06:00;08:45;6;4;2h 45m;0;7229;9005;111
IndiGo;18;6;2019;00:25;03:15;18;6;2h 50m;0;3419;9006;111
SpiceJet;24;3;2019;05:45;08:35;24;3;2h 50m;0;4273;9007;111
GoAir;1;4;2019;07:45;10:40;1;4;2h 55m;0;4239;9008;111
SpiceJet;27;4;2019;09:30;12:20;27;4;2h 50m;0;4885;9009;111
Jet Airways;1;6;2019;08:20;11:20;1;6;3h;0;8016;9010;111
SpiceJet;1;4;2019;21:10;00:05;2;4;2h 55m;0;3625;9011;111
IndiGo;3;3;2019;10:05;13:00;3;3;2h 55m;0;7648;9012;111
Air India;3;6;2019;10:00;12:45;3;6;2h 45m;0;6961;9013;111
IndiGo;12;5;2019;10:10;13:00;12;5;2h 50m;0;3943;9014;111
Air India;12;5;2019;10:00;12:45;12;5;2h 45m;0;5228;9015;111
Vistara;6;6;2019;09:45;12:35;6;6;2h 50m;0;4668;9016;111
IndiGo;18;4;2019;21:15;00:15;19;4;3h;0;4591;9017;111
IndiGo;12;5;2019;21:15;00:15;13;5;3h;0;3943;9018;111
Air India;21;4;2019;10:00;12:45;21;4;2h 45m;0;5228;9019;111
Air Asia;3;3;2019;05:50;08:40;3;3;2h 50m;0;7652;9020;111
SpiceJet;12;6;2019;09:30;12:20;12;6;2h 50m;0;4319;9021;111
IndiGo;3;6;2019;06:05;08:50;3;6;2h 45m;0;3943;9022;111
Air India;12;4;2019;13:20;16:10;12;4;2h 50m;0;5911;9023;111
Jet Airways;6;5;2019;06:00;08:45;6;5;2h 45m;0;5198;9024;111
Vistara;27;5;2019;19:30;22:15;27;5;2h 45m;0;4878;9025;111
IndiGo;18;5;2019;10:30;13:20;18;5;2h 50m;0;3943;9026;111
Vistara;6;5;2019;19:30;22:15;6;5;2h 45m;0;4878;9027;111
SpiceJet;9;4;2019;21:10;00:05;10;4;2h 55m;0;3919;9028;111
Vistara;9;3;2019;16:00;18:35;9;3;2h 35m;0;7923;9029;111
IndiGo;9;3;2019;05:30;08:20;9;3;2h 50m;0;4777;9030;111
IndiGo;3;5;2019;10:10;13:00;3;5;2h 50m;0;3943;9031;111
SpiceJet;3;4;2019;21:10;00:05;4;4;2h 55m;0;3919;9032;111
Jet Airways;6;4;2019;15:15;18:10;6;4;2h 55m;0;5198;9033;111
SpiceJet;24;3;2019;05:45;08:35;24;3;2h 50m;0;4273;9034;111
Jet Airways;1;4;2019;18:55;22:00;1;4;3h 5m;0;4544;9035;111
Jet Airways;3;5;2019;11:10;14:05;3;5;2h 55m;0;7229;9036;111
Jet Airways;1;5;2019;08:20;11:20;1;5;3h;0;7229;9037;111
IndiGo;27;4;2019;07:10;10:05;27;4;2h 55m;0;4823;9038;111
Air India;1;6;2019;13:20;16:10;1;6;2h 50m;0;6961;9039;111
Air India;18;6;2019;10:00;12:45;18;6;2h 45m;0;6961;9040;111
Air India;24;4;2019;17:00;19:45;24;4;2h 45m;0;6121;9041;111
Air India;12;4;2019;06:10;08:55;12;4;2h 45m;0;5911;9042;111
GoAir;6;5;2019;11:40;14:30;6;5;2h 50m;0;3398;9043;111
GoAir;24;5;2019;20:55;23:40;24;5;2h 45m;0;3419;9044;111
Vistara;24;3;2019;21:10;00:05;25;3;2h 55m;0;6558;9045;111
SpiceJet;24;3;2019;20:30;23:20;24;3;2h 50m;0;5575;9046;111
GoAir;6;5;2019;20:55;23:40;6;5;2h 45m;0;3419;9047;111
SpiceJet;21;4;2019;05:55;08:35;21;4;2h 40m;0;4423;9048;111
IndiGo;24;5;2019;01:30;04:15;24;5;2h 45m;0;3419;9049;111
Jet Airways;18;6;2019;11:10;14:05;18;6;2h 55m;0;8016;9050;111
Jet Airways;9;4;2019;18:55;22:00;9;4;3h 5m;0;7229;9051;111
Vistara;9;3;2019;19:40;22:20;9;3;2h 40m;0;7450;9052;111
SpiceJet;6;6;2019;21:10;00:05;7;6;2h 55m;0;3311;9053;111
IndiGo;27;4;2019;21:15;00:15;28;4;3h;0;3943;9054;111
Jet Airways;3;6;2019;15:15;18:10;3;6;2h 55m;0;5769;9055;111
SpiceJet;12;6;2019;09:30;12:20;12;6;2h 50m;0;4423;9056;111
IndiGo;18;4;2019;06:05;08:50;18;4;2h 45m;0;4591;9057;111
Jet Airways;24;5;2019;15:15;18:10;24;5;2h 55m;0;4544;9058;111
Jet Airways;15;4;2019;06:00;08:45;15;4;2h 45m;0;7229;9059;111
Jet Airways;15;5;2019;19:50;22:50;15;5;3h;0;7229;9060;111
IndiGo;24;6;2019;10:10;13:00;24;6;2h 50m;0;3943;9061;111
IndiGo;15;4;2019;23:30;02:20;16;4;2h 50m;0;4591;9062;111
Jet Airways;21;3;2019;19:55;22:35;21;3;2h 40m;0;7229;9063;111
Jet Airways;18;6;2019;08:20;11:20;18;6;3h;0;8016;9064;111
IndiGo;24;6;2019;08:30;11:20;24;6;2h 50m;0;4823;9065;111
IndiGo;6;6;2019;01:30;04:15;6;6;2h 45m;0;3943;9066;111
Jet Airways;12;6;2019;17:45;20:45;12;6;3h;0;8016;9067;111
IndiGo;1;6;2019;06:05;08:50;1;6;2h 45m;0;3943;9068;111
GoAir;6;6;2019;11:40;14:30;6;6;2h 50m;0;3898;9069;111
IndiGo;3;3;2019;18:25;21:20;3;3;2h 55m;0;7648;9070;111
IndiGo;15;5;2019;20:00;22:50;15;5;2h 50m;0;4823;9071;111
IndiGo;3;3;2019;10:05;13:00;3;3;2h 55m;0;7648;9072;111
Vistara;12;6;2019;11:30;14:20;12;6;2h 50m;0;4668;9073;111
IndiGo;1;4;2019;20:00;22:50;1;4;2h 50m;0;4823;9074;111
IndiGo;6;6;2019;18:25;21:20;6;6;2h 55m;0;4823;9075;111
IndiGo;15;6;2019;04:00;06:50;15;6;2h 50m;0;4423;9076;111
IndiGo;27;6;2019;08:30;11:20;27;6;2h 50m;0;4823;9077;111
IndiGo;1;5;2019;13:00;15:50;1;5;2h 50m;0;4423;9078;111
Jet Airways;27;5;2019;18:55;22:00;27;5;3h 5m;0;7229;9079;111
IndiGo;21;4;2019;21:15;00:15;22;4;3h;0;4423;9080;111
Jet Airways;21;4;2019;19:50;22:50;21;4;3h;0;4544;9081;111
Jet Airways;27;6;2019;17:45;20:45;27;6;3h;0;8016;9082;111
IndiGo;9;3;2019;04:00;06:50;9;3;2h 50m;0;8033;9083;111
GoAir;3;4;2019;07:45;10:40;3;4;2h 55m;0;4239;9084;111
Jet Airways;1;6;2019;18:55;22:00;1;6;3h 5m;0;8016;9085;111
IndiGo;6;4;2019;07:10;10:05;6;4;2h 55m;0;4823;9086;111
Air India;24;3;2019;10:00;12:45;24;3;2h 45m;0;7276;9087;111
IndiGo;21;6;2019;07:10;10:05;21;6;2h 55m;0;4823;9088;111
GoAir;15;6;2019;20:55;23:40;15;6;2h 45m;0;3898;9089;111
Jet Airways;18;6;2019;06:00;08:45;18;6;2h 45m;0;8016;9090;111
Vistara;3;3;2019;19:40;22:20;3;3;2h 40m;0;8553;9091;111
GoAir;21;6;2019;20:55;23:40;21;6;2h 45m;0;3898;9092;111
Air India;21;6;2019;17:00;19:45;21;6;2h 45m;0;7171;9093;111
SpiceJet;27;4;2019;05:55;08:35;27;4;2h 40m;0;4423;9094;111
GoAir;21;4;2019;07:45;10:40;21;4;2h 55m;0;4632;9095;111
Jet Airways;1;6;2019;15:15;18:10;1;6;2h 55m;0;8016;9096;111
Air Asia;15;6;2019;04:55;07:45;15;6;2h 50m;0;4282;9097;111
IndiGo;1;5;2019;16:55;19:55;1;5;3h;0;4823;9098;111
IndiGo;3;5;2019;18:25;21:20;3;5;2h 55m;0;4823;9099;111
SpiceJet;12;4;2019;21:10;00:05;13;4;2h 55m;0;5621;9100;111
IndiGo;21;3;2019;01:30;04:15;21;3;2h 45m;0;4777;9101;111
SpiceJet;3;3;2019;09:35;12:30;3;3;2h 55m;0;7648;9102;111
SpiceJet;18;3;2019;20:30;23:20;18;3;2h 50m;0;4273;9103;111
Jet Airways;3;6;2019;17:45;20:45;3;6;3h;0;8016;9104;111
Jet Airways;9;6;2019;15:15;18:10;9;6;2h 55m;0;8016;9105;111
IndiGo;15;4;2019;06:05;08:50;15;4;2h 45m;0;4423;9106;111
Vistara;12;4;2019;21:00;23:50;12;4;2h 50m;0;5613;9107;111
SpiceJet;3;3;2019;09:35;12:30;3;3;2h 55m;0;6860;9108;111
IndiGo;9;3;2019;01:30;04:15;9;3;2h 45m;0;4545;9109;111
Air Asia;12;4;2019;11:10;13:55;12;4;2h 45m;0;4483;9110;111
IndiGo;24;3;2019;23:30;02:20;25;3;2h 50m;0;6860;9111;111
SpiceJet;6;6;2019;05:55;08:35;6;6;2h 40m;0;3625;9112;111
IndiGo;12;6;2019;20:00;22:50;12;6;2h 50m;0;4823;9113;111
Vistara;24;3;2019;12:00;14:40;24;3;2h 40m;0;7608;9114;111
Vistara;15;5;2019;19:30;22:15;15;5;2h 45m;0;4878;9115;111
IndiGo;3;4;2019;13:00;15:50;3;4;2h 50m;0;4077;9116;111
IndiGo;18;3;2019;22:20;01:10;19;3;2h 50m;0;4545;9117;111
Air India;9;6;2019;06:10;08:55;9;6;2h 45m;0;6961;9118;111
Air India;21;4;2019;13:20;16:10;21;4;2h 50m;0;6121;9119;111
Jet Airways;18;5;2019;18:55;22:00;18;5;3h 5m;0;5198;9120;111
Jet Airways;6;5;2019;08:20;11:20;6;5;3h;0;4544;9121;111
SpiceJet;9;6;2019;05:55;08:35;9;6;2h 40m;0;3625;9122;111
IndiGo;27;5;2019;18:25;21:20;27;5;2h 55m;0;4823;9123;111
IndiGo;24;6;2019;18:55;21:50;24;6;2h 55m;0;4823;9124;111
Jet Airways;9;4;2019;15:50;18:45;9;4;2h 55m;0;7229;9125;111
SpiceJet;24;3;2019;09:35;12:30;24;3;2h 55m;0;4273;9126;111
Jet Airways;27;6;2019;07:10;10:10;27;6;3h;0;6478;9127;111
Jet Airways;12;5;2019;07:10;10:10;12;5;3h;0;5198;9128;111
SpiceJet;27;4;2019;05:55;08:35;27;4;2h 40m;0;4319;9129;111
IndiGo;1;3;2019;10:05;13:00;1;3;2h 55m;0;10067;9130;111
SpiceJet;18;5;2019;09:30;12:20;18;5;2h 50m;0;4319;9131;111
SpiceJet;1;4;2019;21:10;00:05;2;4;2h 55m;0;3573;9132;111
Vistara;24;3;2019;19:40;22:20;24;3;2h 40m;0;4563;9133;111
IndiGo;3;6;2019;04:00;06:50;3;6;2h 50m;0;3943;9134;111
Jet Airways;18;6;2019;08:20;11:20;18;6;3h;0;5769;9135;111
IndiGo;15;3;2019;20:00;22:55;15;3;2h 55m;0;8855;9136;111
IndiGo;27;6;2019;06:05;08:50;27;6;2h 45m;0;3943;9137;111
Air India;18;4;2019;06:10;08:55;18;4;2h 45m;0;5228;9138;111
Jet Airways;24;6;2019;07:10;10:10;24;6;3h;0;5769;9139;111
IndiGo;9;4;2019;23:30;02:20;10;4;2h 50m;0;4591;9140;111
Air Asia;6;6;2019;11:10;13:55;6;6;2h 45m;0;4483;9141;111
IndiGo;15;4;2019;16:55;19:55;15;4;3h;0;4823;9142;111
Jet Airways;21;6;2019;18:55;22:00;21;6;3h 5m;0;8541;9143;111
Vistara;18;3;2019;19:40;22:20;18;3;2h 40m;0;12123;9144;111
SpiceJet;12;4;2019;09:30;12:20;12;4;2h 50m;0;4991;9145;111
GoAir;12;6;2019;20:55;23:40;12;6;2h 45m;0;3419;9146;111
IndiGo;3;4;2019;08:30;11:20;3;4;2h 50m;0;4823;9147;111
Vistara;24;5;2019;11:30;14:20;24;5;2h 50m;0;4668;9148;111
IndiGo;27;4;2019;00:30;03:25;27;4;2h 55m;0;4591;9149;111
SpiceJet;24;3;2019;20:30;23:20;24;3;2h 50m;0;3873;9150;111
SpiceJet;15;6;2019;21:10;00:05;16;6;2h 55m;0;3919;9151;111
Jet Airways;12;5;2019;18:55;22:00;12;5;3h 5m;0;7229;9152;111
IndiGo;27;4;2019;18:55;21:50;27;4;2h 55m;0;4823;9153;111
IndiGo;15;5;2019;18:55;21:50;15;5;2h 55m;0;4823;9154;111
IndiGo;21;4;2019;18:55;21:50;21;4;2h 55m;0;4823;9155;111
Jet Airways;18;6;2019;06:00;08:45;18;6;2h 45m;0;6478;9156;111
Vistara;27;5;2019;17:00;19:35;27;5;2h 35m;0;4878;9157;111
SpiceJet;18;5;2019;05:55;08:35;18;5;2h 40m;0;3573;9158;111
IndiGo;3;5;2019;01:30;04:15;3;5;2h 45m;0;3943;9159;111
SpiceJet;24;3;2019;20:30;23:20;24;3;2h 50m;0;3925;9160;111
Jet Airways;6;6;2019;17:45;20:45;6;6;3h;0;8016;9161;111
